run,step,n_gen,fid,jsd
20250724-032823,70999,4,2.4645475981831764,0.6721800104599104
20250724-032823,71999,4,2.3077916852188425,0.6809574660854494
20250724-032823,72999,4,2.3263732740365017,0.6913492448334597
20250724-032823,73999,4,2.389745286271865,0.6794736533757662
20250724-032823,74999,4,2.8575622803780605,0.675057334984694
20250724-032823,75999,4,2.575337265039396,0.6745053882978467
20250724-032823,76999,4,2.995513980356131,0.6845494065355924
20250724-032823,77999,4,2.5285982728397336,0.6857925168693693
20250724-032823,78999,4,2.5555743755536686,0.6793094885489673
20250724-032823,79999,4,2.272221933547059,0.6867426807148758
20250724-032823,80999,4,2.3869338436367733,0.6751929669446228
20250724-032823,81999,4,3.13804918993959,0.675057334984694
20250724-032823,82999,4,2.600293319776795,0.686305015638674
20250724-032823,83999,4,2.5840979243557203,0.6798618889908916
20250724-032823,84999,4,2.5179121602451686,0.6756009653924042
20250724-032823,85999,4,2.4925726986255934,0.6795743207668227
20250724-032823,86999,4,2.538609788460338,0.6903498126020267
20250724-032823,87999,4,2.2304152195657427,0.6824035556082673
20250724-032823,88999,4,2.5354941121415906,0.6794721552984304
20250724-032823,89999,4,2.702999458350779,0.6845494065355924
20250724-032823,90999,4,2.3951472022189204,0.6762885440391804
20250724-032823,91999,4,2.288439941453318,0.6856959182511677
20250724-032823,92999,4,2.3397710312313644,0.6894483515851599
20250724-032823,93999,4,2.7385079503877905,0.674291052172679
20250724-032823,94999,4,2.327548037138952,0.6865468984020937
20250724-032823,95999,4,2.340803895094082,0.6740395906114804
20250724-032823,96999,4,2.563023332556661,0.6903488145037858
20250724-032823,97999,4,2.6114338119654987,0.6793802046891317
20250724-032823,98999,4,2.6125255565146737,0.6782644075470975
20250724-032823,99999,4,2.5290051435667644,0.6786724059948788
20250724-032823,100999,4,2.3710046635483737,0.6759194841492727
20250724-032823,101999,4,2.3960642879850464,0.6762885440391804
20250724-032823,102999,4,2.6121430238412384,0.6741558739678273
20250724-032823,103999,4,2.8481029794606636,0.6793802046891317
20250724-032823,104999,4,2.5706077072544935,0.6837950250028679
20250724-032823,105999,4,2.9157079689060432,0.6852798820348098
20250724-032823,106999,4,2.8555723385275176,0.6782644075470974
20250724-032823,107999,4,2.5335372182662512,0.6791663223190411
20250724-032823,108999,4,2.287439330476791,0.6744047209067904
20250724-032823,109999,4,2.3819995373194667,0.6815718126333239
20250724-032823,110999,4,2.562415777072951,0.6759194841492727
20250724-032823,111999,4,2.3932982480320364,0.6852803357898869
20250724-032823,112999,4,2.6768579097121927,0.6756009653924042
20250724-032823,113999,4,2.4095433995960396,0.6712196115702045
20250724-032823,114999,4,2.377506515521863,0.6751929669446228
20250724-032823,115999,4,2.478746335875418,0.6848906020974257
20250724-032823,116999,4,2.572337667360787,0.6795743207668226
20250724-032823,117999,4,2.4245117757292682,0.6755209220880407
20250724-032823,118999,4,2.451759564714723,0.6843784210179432
20250724-032823,119999,4,2.6473112360443705,0.6845494065355924
20250724-032823,120999,4,2.194025467826874,0.6843784210179432
20250724-032823,121999,4,2.628915591217813,0.6845494065355924
20250724-032823,122999,4,2.379343840376147,0.6809574660854494
20250724-032823,123999,4,2.800321892880502,0.6802109495658339
20250724-032823,124999,4,2.2316552984981497,0.6874734988971922
20250724-032823,125999,4,2.3851871230345116,0.6837950250028682
20250724-032823,126999,4,2.2797403999906565,0.6863769109826856
20250724-032823,127999,4,2.479499991657294,0.6804050656435248
20250724-032823,128999,4,2.646657617771346,0.6832828439233856
20250724-032823,129999,4,2.211684457711322,0.6827693253404575
20250724-032823,130999,4,2.6392453208909155,0.674291052172679
20250724-032823,131999,4,2.5897747781585183,0.6894473534869192
20250724-032823,132999,4,2.292023633280569,0.6775994553571465
20250724-032823,133999,4,2.293993639763714,0.679132457813933
20250724-032823,134999,4,2.7544000066184124,0.6832828439233856
20250724-032823,135999,4,2.516040887613724,0.675017569377329
20250724-032823,136999,4,2.407580601195767,0.6812357654798757
20250724-032823,137999,4,2.341816205627664,0.6783780762812087
20250724-032823,138999,4,2.5705519026437886,0.6756009653924042
20250724-032823,139999,4,2.9301847417438034,0.6775768289003212
20250724-032823,140999,4,2.588005562867196,0.6848906020974257
20250724-032823,141999,4,2.3769467477062003,0.6770150612438304
20250724-032823,142999,4,2.4412352546286495,0.6809574660854494
20250724-032823,143999,4,2.249882359527213,0.6848906020974257
20250724-032823,144999,4,2.414918673236986,0.6759194841492727
20250724-032823,145999,4,2.30654782904361,0.6868880939639269
20250724-032823,146999,4,2.308739751617603,0.6758885336164735
20250724-032823,147999,4,2.3875207142606176,0.6714339476953721
20250724-032823,148999,4,2.242270323464025,0.6818191614949511
20250724-032823,149999,4,2.5038494798127044,0.6837950250028682
20250724-032823,150999,4,2.2101626505310996,0.6777003928714815
20250724-032823,151999,4,2.365174040861232,0.676502880164348
20250724-032823,152999,4,2.3288932906581414,0.6893507548687174
20250724-032823,153999,4,2.5502142319817844,0.6745053882978467
20250724-032823,154999,4,2.432737787245071,0.6756009653924042
20250724-032823,155999,4,2.809061381566891,0.6793094885489673
20250724-032823,156999,4,2.470940103396333,0.6848906020974257
20250724-032823,157999,4,2.5807697637889557,0.6745053882978467
20250724-032823,158999,4,2.4448006831168536,0.6814752140151223
20250724-032823,159999,4,2.32749764166445,0.6837950250028682
20250724-032823,160999,4,2.1854696940917764,0.6831206274485311
20250724-032823,161999,4,2.3310968640213257,0.6852803357898869
20250724-032823,162999,4,2.3236332658929046,0.6818674105685139
20250724-032823,163999,4,2.433973997894135,0.6710844333653527
20250724-032823,164999,4,2.271563340026511,0.6788648736780822
20250724-032823,165999,4,2.453936958010633,0.6857925168693693
20250724-032823,166999,4,2.286733875227582,0.676502880164348
20250724-032823,167999,4,2.494059227544759,0.6745053882978467
20250724-032823,168999,4,2.2203059638656093,0.676502880164348
20250724-032823,169999,4,2.240750594629671,0.6863759128844447
20250724-032823,170999,4,2.394234421388423,0.6808608674672478
20250724-032823,171999,4,2.8013852164625734,0.6882551777741599
20250724-032823,172999,4,2.6719601706497462,0.6721800104599104
20250724-032823,173999,4,2.317127365647047,0.6769639804297826
20250724-032823,174999,4,2.624305181849122,0.6848906020974257
20250724-032823,175999,4,2.4278415546365184,0.6782644075470974
20250724-032823,176999,4,2.170178730022161,0.6820240522557324
20250724-032823,177999,4,2.5619752882400615,0.6769639804297826
20250724-032823,178999,4,2.2736254732149472,0.6912921571437115
20250724-032823,179999,4,2.449023740981938,0.6745053882978467
20250724-032823,180999,4,2.6272943921198983,0.6751929669446228
20250724-032823,181999,4,2.2918592898485564,0.6857925168693694
20250724-032823,182999,4,2.5889394587437513,0.6894473534869192
20250724-032823,183999,4,2.224773587935196,0.676502880164348
20250724-032823,184999,4,2.362245053846617,0.6857925168693694
20250724-032823,185999,4,2.833638147197145,0.6793802046891317
20250724-032823,186999,4,2.3622935795821163,0.6865468984020937
20250724-032823,187999,4,2.3061100681831164,0.6814406562406572
20250724-032823,188999,4,2.360049321428656,0.6738925398273079
20250724-032823,189999,4,2.3645727924438353,0.6856959182511677
20250724-032823,190999,4,2.4221792336535324,0.6789599742189479
20250724-032823,191999,4,2.4435545183251985,0.6845494065355924
20250724-032823,192999,4,2.277666195854803,0.681210381797267
20250724-032823,193999,4,2.3914094457889408,0.683129488091557
20250724-032823,194999,4,2.7472942517325616,0.6883513226372845
20250724-032823,195999,4,2.4970701334619876,0.6854739981125009
20250724-032823,196999,4,2.314189127272758,0.6658321560420328
20250724-032823,197999,4,2.392920897877979,0.6795743207668227
20250724-032823,198999,4,2.434702531405187,0.6770150612438304
20250724-032823,199999,4,2.545384684570327,0.6842818223997416
