id,z1,z2
20250706-154628_step091000_idx2,-3.2360992,5.3274016
20250706-154628_step091000_idx3,-3.2427468,5.1991515
20250706-154628_step092000_idx0,-3.3402655,5.222685
20250706-154628_step092000_idx1,3.1754088,-1.9506242
20250706-154628_step092000_idx2,-1.9854342,4.132418
20250706-154628_step092000_idx3,-3.219346,5.2725263
20250706-154628_step093000_idx0,-3.2427464,5.0273485
20250706-154628_step093000_idx1,-3.3498971,5.227246
20250706-154628_step093000_idx2,0.09987202,1.4073399
20250706-154628_step093000_idx3,-3.3927937,5.29343
20250706-154628_step094000_idx0,-1.4172261,3.6393867
20250706-154628_step094000_idx1,-1.4413043,3.3220134
20250706-154628_step094000_idx2,-3.157049,5.2588196
20250706-154628_step094000_idx3,-3.4940324,5.3200226
20250706-154628_step095000_idx0,-3.1369457,5.1531034
20250706-154628_step095000_idx1,-3.4314015,5.3786016
20250706-154628_step095000_idx2,-3.2787123,5.130181
20250706-154628_step095000_idx3,1.0840447,-0.005702455
20250706-154628_step096000_idx0,-3.425424,5.136839
20250706-154628_step096000_idx1,-1.1591378,3.9168394
20250706-154628_step096000_idx2,-3.092838,4.9659386
20250706-154628_step096000_idx3,1.1694146,-0.24778336
20250706-154628_step097000_idx0,1.5460781,0.4862468
20250706-154628_step097000_idx1,1.0413995,0.5700757
20250706-154628_step097000_idx2,-3.117137,5.300775
20250706-154628_step097000_idx3,-3.4449284,5.278098
20250706-154628_step098000_idx0,2.1597033,0.54512745
20250706-154628_step098000_idx1,-3.3315594,5.487861
20250706-154628_step098000_idx2,-3.3036842,5.183415
20250706-154628_step098000_idx3,-3.3119218,4.9566946
20250706-154628_step099000_idx0,-3.2937148,5.4353085
20250706-154628_step099000_idx1,-1.3731033,3.210057
20250706-154628_step099000_idx2,-3.3134792,5.211146
20250706-154628_step099000_idx3,-2.0524888,4.0856667
20250706-154628_step100000_idx0,-1.8895851,4.190023
20250706-154628_step100000_idx1,-3.382323,5.347806
20250706-154628_step100000_idx2,-3.4261432,5.208659
20250706-154628_step100000_idx3,-3.4347925,5.13752
20250706-154628_step101000_idx0,-3.1343312,5.2805543
20250706-154628_step101000_idx1,-3.233692,5.3808656
20250706-154628_step101000_idx2,-3.0709932,5.198941
20250706-154628_step101000_idx3,-0.56254554,2.9014564
20250706-154628_step102000_idx0,-2.8277278,4.8936
20250706-154628_step102000_idx1,2.8716753,-2.0560741
20250706-154628_step102000_idx2,-3.36922,5.2478056
20250706-154628_step102000_idx3,2.7609785,-2.2865617
20250706-154628_step103000_idx0,2.6137295,-2.6236365
20250706-154628_step103000_idx1,-3.260804,5.33083
20250706-154628_step103000_idx2,1.2818946,-1.4247743
20250706-154628_step103000_idx3,-3.32044,5.3344474
20250706-154628_step104000_idx0,-3.2781992,5.404304
20250706-154628_step104000_idx1,-3.1258986,5.439903
20250706-154628_step104000_idx2,2.823128,-2.2007418
20250706-154628_step104000_idx3,-3.4595485,5.1026154
20250706-154628_step105000_idx0,0.051791098,1.582263
20250706-154628_step105000_idx1,-3.4148357,5.155183
20250706-154628_step105000_idx2,-1.9138373,4.378311
20250706-154628_step105000_idx3,-3.2741156,5.2722216
20250706-154628_step106000_idx0,-3.0523973,5.12049
20250706-154628_step106000_idx1,-3.0910676,5.1643972
20250706-154628_step106000_idx2,-3.1256323,5.2314267
20250706-154628_step106000_idx3,-3.4243722,5.2157254
20250706-154628_step107000_idx0,-3.3165414,5.0265985
20250706-154628_step107000_idx1,-1.04237,3.759369
20250706-154628_step107000_idx2,-3.3426802,5.2910542
20250706-154628_step107000_idx3,-3.1741261,5.126304
20250706-154628_step108000_idx0,1.1668558,1.857061
20250706-154628_step108000_idx1,-3.3101752,5.131952
20250706-154628_step108000_idx2,-0.29695627,2.7431521
20250706-154628_step108000_idx3,-1.009478,3.5405526
20250706-154628_step109000_idx0,-3.2940168,5.0880527
20250706-154628_step109000_idx1,-0.26832297,3.9565046
20250706-154628_step109000_idx2,-3.346294,5.148029
20250706-154628_step109000_idx3,-3.3187056,5.2477713
20250706-154628_step110000_idx0,-3.2163148,4.995613
20250706-154628_step110000_idx1,-0.0402453,1.2392291
20250706-154628_step110000_idx2,-3.3219485,5.304255
20250706-154628_step110000_idx3,-3.2786856,5.2778816
20250706-154628_step111000_idx0,-3.4065413,5.3706207
20250706-154628_step111000_idx1,-3.2075071,5.4469213
20250706-154628_step111000_idx2,-3.3362157,5.286006
20250706-154628_step111000_idx3,-3.53552,5.229326
20250706-154628_step112000_idx0,-3.0424619,5.308152
20250706-154628_step112000_idx1,-3.3421428,5.318058
20250706-154628_step112000_idx2,1.7808471,-0.6988994
20250706-154628_step112000_idx3,-3.1979747,5.1382384
20250706-154628_step113000_idx0,-1.7380908,3.4935277
20250706-154628_step113000_idx1,-3.0833483,5.098096
20250706-154628_step113000_idx2,1.3471855,-1.8741769
20250706-154628_step113000_idx3,-3.283531,5.232549
20250706-154628_step114000_idx0,-3.221673,5.4540668
20250706-154628_step114000_idx1,-3.2199843,5.2773304
20250706-154628_step114000_idx2,-3.2190928,5.2839713
20250706-154628_step114000_idx3,-3.1988184,5.0450807
20250706-154628_step115000_idx0,-3.34641,5.395596
20250706-154628_step115000_idx1,-3.4576766,5.076793
20250706-154628_step115000_idx2,-3.167036,5.237269
20250706-154628_step115000_idx3,-3.2773821,5.0831122
20250706-154628_step116000_idx0,-3.3214147,5.282226
20250706-154628_step116000_idx1,-3.4628234,5.2136693
20250706-154628_step116000_idx2,-3.3624425,5.305137
20250706-154628_step116000_idx3,-3.2492878,5.241091
20250706-154628_step117000_idx0,-3.247667,5.3182187
20250706-154628_step117000_idx1,-3.0964367,5.1619706
20250706-154628_step117000_idx2,-3.1752121,5.2199855
20250706-154628_step117000_idx3,1.3137169,-1.4541482
20250706-154628_step118000_idx0,-3.0234506,5.259338
20250706-154628_step118000_idx1,-3.420582,5.154421
20250706-154628_step118000_idx2,-3.2620513,5.323894
20250706-154628_step118000_idx3,-3.3555636,5.139489
20250706-154628_step119000_idx0,-3.0577638,5.3242874
20250706-154628_step119000_idx1,-3.203212,5.2581267
20250706-154628_step119000_idx2,-3.1952658,4.9946775
20250706-154628_step119000_idx3,-3.305226,5.224504
20250706-154628_step120000_idx0,-3.2664428,5.346481
20250706-154628_step120000_idx1,1.5049134,0.15138574
20250706-154628_step120000_idx2,-3.3660839,5.326671
20250706-154628_step120000_idx3,-3.5407116,5.2981076
20250706-154628_step121000_idx0,-1.8475186,4.557602
20250706-154628_step121000_idx1,-3.3869536,5.2724977
20250706-154628_step121000_idx2,0.6995022,1.164825
20250706-154628_step121000_idx3,-1.009478,3.5405526
20250706-154628_step122000_idx0,-3.2582715,5.2572107
20250706-154628_step122000_idx1,-3.3916929,5.1601443
20250706-154628_step122000_idx2,0.2901365,1.9112352
20250706-154628_step122000_idx3,1.4354095,-0.9795602
20250706-154628_step123000_idx0,-3.184699,5.06977
20250706-154628_step123000_idx1,-3.2772272,5.134406
20250706-154628_step123000_idx2,-1.7019298,4.2603245
20250706-154628_step123000_idx3,-3.168661,5.2712116
20250706-154628_step124000_idx0,-3.4047046,5.259081
20250706-154628_step124000_idx1,-3.2466307,5.217334
20250706-154628_step124000_idx2,-3.1248274,4.9158254
20250706-154628_step124000_idx3,-3.2888477,5.3815875
20250706-154628_step125000_idx0,-0.22227535,1.9348042
20250706-154628_step125000_idx1,-3.0906112,5.3129888
20250706-154628_step125000_idx2,-3.2771218,5.2501335
20250706-154628_step125000_idx3,-3.2510326,5.294022
20250706-154628_step126000_idx0,2.283774,-2.3505805
20250706-154628_step126000_idx1,-2.7329764,4.511124
20250706-154628_step126000_idx2,-3.4356525,5.174553
20250706-154628_step126000_idx3,-3.2190928,5.2839713
20250706-154628_step127000_idx0,-3.3062057,5.250921
20250706-154628_step127000_idx1,-3.1651835,5.188729
20250706-154628_step127000_idx2,-3.0106828,5.397858
20250706-154628_step127000_idx3,-3.3040698,5.1461835
20250706-154628_step128000_idx0,-3.186828,5.2746205
20250706-154628_step128000_idx1,-3.2145822,5.284194
20250706-154628_step128000_idx2,-3.1636245,5.099732
20250706-154628_step128000_idx3,-3.0406954,4.922552
20250706-154628_step129000_idx0,-3.203212,5.2581267
